support,itemsets
0.5877126769758048,frozenset({'buy'})
0.05694846790974744,frozenset({'seed'})
0.05564792525194826,frozenset({'product'})
0.05167999510383941,frozenset({'farm'})
0.017417071279937982,frozenset({'bag'})
0.10671080011424375,frozenset({'pay'})
0.04085233995675058,frozenset({'fee'})
0.014045860704231099,frozenset({'university'})
0.07038740870700559,frozenset({'supply'})
0.057693092333428536,frozenset({'stock'})
0.026245460851115916,frozenset({'fish'})
0.020961687543351423,frozenset({'tuition'})
0.020313966298094576,frozenset({'clothes'})
0.0358745766861153,frozenset({'oil'})
0.021114692561916032,frozenset({'clothing'})
0.015458607042310987,frozenset({'use'})
0.04414704802317516,frozenset({'rice'})
0.034466930515320904,frozenset({'sugar'})
0.2250703823085397,frozenset({'purchase'})
0.08013892855685667,frozenset({'fertilizer'})
0.049548125178505854,frozenset({'increase'})
0.042229385123832064,frozenset({'additional'})
0.017549675629360644,frozenset({'livestock'})
0.10766963156391529,frozenset({'business'})
0.01827899955118528,frozenset({'cow'})
0.049476722836509036,frozenset({'feed'})
0.15971173854502427,frozenset({'sell'})
0.012265902321596148,frozenset({'invest'})
0.031972948712717775,frozenset({'improve'})
0.05763699049328818,frozenset({'good'})
0.028127422579460607,frozenset({'vegetable'})
0.013010526745277246,frozenset({'bread'})
0.012679015871720592,frozenset({'meat'})
0.010705251132237137,frozenset({'dairy'})
0.013061528418132115,frozenset({'fruit'})
0.011643681912766738,frozenset({'variety'})
0.03667020278265127,frozenset({'new'})
0.020145660777673508,frozenset({'home'})
0.034293524827614344,frozenset({'build'})
0.02789791505161369,frozenset({'toilet'})
0.013484842302827533,frozenset({'access'})
0.05510730751968665,frozenset({'material'})
0.025454934921865437,frozenset({'thread'})
0.014688481782202457,frozenset({'raw'})
0.029988983638663348,frozenset({'expand'})
0.02356787302623526,frozenset({'machine'})
0.01579011791586764,frozenset({'sewing'})
0.015280101187318944,frozenset({'cloth'})
0.020288465461667144,frozenset({'income'})
0.025521237096576766,frozenset({'customer'})
0.08272981353788404,frozenset({'family'})
0.02079338202293035,frozenset({'sale'})
0.0125974131951528,frozenset({'animal'})
0.024822514178465052,frozenset({'order'})
0.01281672038842874,frozenset({'resale'})
0.051241380717287524,frozenset({'item'})
0.0393579909421029,frozenset({'etc'})
0.03776163858174548,frozenset({'grocery'})
0.020329266799951038,frozenset({'milk'})
0.016269533640703417,frozenset({'sack'})
0.014351870741360316,frozenset({'cattle'})
0.012337304663592966,frozenset({'resell'})
0.013382838957117794,frozenset({'vitamin'})
0.011582479905340896,frozenset({'husband'})
0.029560569586682444,frozenset({'make'})
0.017932188175772166,frozenset({'care'})
0.01622363213513403,frozenset({'child'})
0.013479742135542046,frozenset({'equipment'})
0.03049390019992656,frozenset({'store'})
0.01023093557468685,frozenset({'shoe'})
0.04591170590395365,frozenset({'food'})
0.01058284711738545,frozenset({'inventory'})
0.03449753151903383,frozenset({'raise'})
0.019130727487861602,frozenset({'chicken'})
0.026984985107511527,frozenset({'solar'})
0.011062262842221225,frozenset({'coffee'})
0.02375147904851279,frozenset({'maize'})
0.014443673752499083,frozenset({'bean'})
0.058585621608388753,frozenset({'provide'})
0.015213799012607613,frozenset({'well'})
0.022828348769839652,frozenset({'school'})
0.018039291688767393,frozenset({'production'})
0.01017993390183198,frozenset({'help'})
0.010587947284670936,frozenset({'labor'})
0.010067730221551267,frozenset({'start'})
0.01931943367742462,frozenset({'grow'})
0.06750581419070545,frozenset({'water'})
0.020094659104818637,frozenset({'ingredient'})
0.019207229997143905,frozenset({'need'})
0.01817189603819005,frozenset({'fabric'})
0.014158064384511813,frozenset({'work'})
0.0120108939573218,frozenset({'shop'})
0.015070994328613979,frozenset({'house'})
0.01679995103839406,frozenset({'corn'})
0.015014892488473621,frozenset({'crop'})
0.010322738585825615,frozenset({'harvest'})
0.011368272879350442,frozenset({'tool'})
0.0416275653841446,frozenset({'like'})
0.022588640907421763,frozenset({'flour'})
0.01338793912440328,frozenset({'soap'})
0.03130992696560447,frozenset({'pig'})
0.021532906279325963,frozenset({'drink'})
0.014203965890081195,frozenset({'repair'})
0.01516789750703823,frozenset({'cement'})
0.01081745481251785,frozenset({'sand'})
0.010210534905544901,frozenset({'part'})
0.010786853808804928,frozenset({'service'})
0.011465176057774695,frozenset({'light'})
0.014331470072218369,frozenset({'snack'})
0.01281672038842874,frozenset({'hybrid'})
0.012872822228569097,frozenset({'cost'})
0.015326002692888327,frozenset({'beverage'})
0.013943857358521359,frozenset({'pesticide'})
0.026546370720959646,frozenset({'can'})
0.05162389326369905,frozenset({'drinking'})
0.050410053449753155,frozenset({'safe'})
0.050333550940470845,frozenset({'filter'})
0.02471031049818434,frozenset({'input'})
0.011276469868211677,frozenset({'farming'})
0.016657146354400423,frozenset({'sanitary'})
0.011745685258476479,frozenset({'personal'})
0.010445142600677302,frozenset({'yield'})
0.03543086213227794,"frozenset({'seed', 'buy'})"
0.040633032763474644,"frozenset({'fertilizer', 'seed'})"
0.01930413317556816,"frozenset({'seed', 'purchase'})"
0.022624342078420172,"frozenset({'fertilizer', 'seed', 'buy'})"
0.01652964217226325,"frozenset({'fertilizer', 'seed', 'purchase'})"
0.04125015300501857,"frozenset({'buy', 'product'})"
0.02434309845362928,"frozenset({'sell', 'product'})"
0.0183096005548982,"frozenset({'good', 'product'})"
0.020058957933820228,"frozenset({'buy', 'sell', 'product'})"
0.016988657227957078,"frozenset({'buy', 'good', 'product'})"
0.015229099514464075,"frozenset({'good', 'sell', 'product'})"
0.0147496837896283,"frozenset({'buy', 'good', 'sell', 'product'})"
0.03171794034844343,"frozenset({'farm', 'buy'})"
0.013923456689379412,"frozenset({'farm', 'seed'})"
0.020466971316659185,"frozenset({'farm', 'fertilizer'})"
0.01543820637316904,"frozenset({'farm', 'purchase'})"
0.011679383083765147,"frozenset({'farm', 'seed', 'buy'})"
0.0148669876371945,"frozenset({'farm', 'fertilizer', 'buy'})"
0.013087029254559549,"frozenset({'bag', 'buy'})"
0.017192663919376554,"frozenset({'buy', 'pay'})"
0.03499224774572606,"frozenset({'fee', 'pay'})"
0.013163531763841854,"frozenset({'university', 'pay'})"
0.05545921906238525,"frozenset({'buy', 'supply'})"
0.01128667020278265,"frozenset({'purchase', 'supply'})"
0.01138867354849239,"frozenset({'business', 'supply'})"
0.010093231057978701,"frozenset({'business', 'buy', 'supply'})"
0.013658247990534089,"frozenset({'stock', 'sell'})"
0.013209433269411236,"frozenset({'stock', 'purchase'})"
0.030029784976947242,"frozenset({'stock', 'buy'})"
0.010067730221551267,"frozenset({'stock', 'business'})"
0.017274266595944346,"frozenset({'fish', 'buy'})"
0.01051654494267412,"frozenset({'fish', 'sell'})"
0.020288465461667144,"frozenset({'tuition', 'pay'})"
0.013107429923701498,"frozenset({'fee', 'tuition'})"
0.0125974131951528,"frozenset({'fee', 'tuition', 'pay'})"
0.01402546003508915,"frozenset({'clothes', 'buy'})"
0.024388999959198663,"frozenset({'oil', 'buy'})"
0.011970092619037904,"frozenset({'oil', 'rice'})"
0.013097229589130524,"frozenset({'clothing', 'buy'})"
0.01026663674568526,"frozenset({'use', 'buy'})"
0.028632339140723814,"frozenset({'rice', 'buy'})"
0.010383940593251458,"frozenset({'rice', 'sell'})"
0.011352972377493982,"frozenset({'rice', 'purchase'})"
0.014484475090782978,"frozenset({'sugar', 'rice'})"
0.023134358806968867,"frozenset({'sugar', 'buy'})"
0.01056754661552899,"frozenset({'sugar', 'oil'})"
0.028458933453017258,"frozenset({'fertilizer', 'purchase'})"
0.0488647027622506,"frozenset({'fertilizer', 'buy'})"
0.021323799420620997,"frozenset({'increase', 'buy'})"
0.01718246358480558,"frozenset({'purchase', 'increase'})"
0.02128809824962259,"frozenset({'additional', 'buy'})"
0.01793728834305765,"frozenset({'additional', 'purchase'})"
0.021716512301603492,"frozenset({'additional', 'sell'})"
0.011398873883063364,"frozenset({'additional', 'sell', 'buy'})"
0.01373985066710188,"frozenset({'livestock', 'buy'})"
0.059641356236484554,"frozenset({'business', 'buy'})"
0.02558243910400261,"frozenset({'business', 'purchase'})"
0.013566444979395324,"frozenset({'business', 'sell'})"
0.011215267860785834,"frozenset({'cow', 'buy'})"
0.03816965196458444,"frozenset({'feed', 'buy'})"
0.02194091966216492,"frozenset({'feed', 'supply'})"
0.010373740258680484,"frozenset({'feed', 'purchase'})"
0.019997755926394387,"frozenset({'feed', 'buy', 'supply'})"
0.11105104247419316,"frozenset({'sell', 'buy'})"
0.03843996083071525,"frozenset({'purchase', 'sell'})"
0.013495042637398506,"frozenset({'improve', 'buy'})"
0.04110734832102493,"frozenset({'good', 'buy'})"
0.026735076910522664,"frozenset({'good', 'sell'})"
0.023170059977967276,"frozenset({'good', 'sell', 'buy'})"
0.01950813986698764,"frozenset({'vegetable', 'buy'})"
0.024837814680321514,"frozenset({'new', 'buy'})"
0.02217552735729732,"frozenset({'build', 'family'})"
0.020839283528499734,"frozenset({'build', 'toilet'})"
0.016019625443714554,"frozenset({'family', 'toilet'})"
0.01582581908686605,"frozenset({'build', 'family', 'toilet'})"
0.03481374189073402,"frozenset({'material', 'buy'})"
0.016958056224244154,"frozenset({'material', 'purchase'})"
0.01414276388265535,"frozenset({'material', 'business'})"
0.016973356726100616,"frozenset({'thread', 'buy'})"
0.01128667020278265,"frozenset({'thread', 'material'})"
0.013347137786119385,"frozenset({'material', 'raw'})"
0.021629809457750213,"frozenset({'expand', 'business'})"
0.013030927414419193,"frozenset({'expand', 'purchase'})"
0.010506344608103145,"frozenset({'expand', 'business', 'purchase'})"
0.01736606960708311,"frozenset({'machine', 'buy'})"
0.013194132767554776,"frozenset({'sewing', 'machine'})"
0.012225100983312252,"frozenset({'sewing', 'buy'})"
0.010353339589538537,"frozenset({'sewing', 'machine', 'buy'})"
0.01024623607654331,"frozenset({'thread', 'cloth'})"
0.013551144477538864,"frozenset({'buy', 'income'})"
0.016621445183402014,"frozenset({'customer', 'buy'})"
0.052286915010812354,"frozenset({'family', 'buy'})"
0.012714717042719,"frozenset({'sale', 'buy'})"
0.014423273083357134,"frozenset({'buy', 'order'})"
0.04016381737320984,"frozenset({'item', 'buy'})"
0.02976967644538741,"frozenset({'item', 'sell'})"
0.02314965930882533,"frozenset({'item', 'good'})"
0.016050226447427474,"frozenset({'item', 'product'})"
0.026434167040678934,"frozenset({'item', 'sell', 'buy'})"
0.02197152066587784,"frozenset({'item', 'good', 'buy'})"
0.02007425843567669,"frozenset({'item', 'good', 'sell'})"
0.01930413317556816,"frozenset({'item', 'good', 'sell', 'buy'})"
0.015259700518176995,"frozenset({'item', 'buy', 'product'})"
0.014530376596352361,"frozenset({'item', 'good', 'product'})"
0.01456607776735077,"frozenset({'item', 'sell', 'product'})"
0.014321269737647396,"frozenset({'item', 'good', 'buy', 'product'})"
0.014132563548084377,"frozenset({'item', 'good', 'sell', 'product'})"
0.013984658696805255,"frozenset({'item', 'good', 'buy', 'product', 'sell'})"
0.014300869068505447,"frozenset({'item', 'buy', 'sell', 'product'})"
0.023103757803255947,"frozenset({'etc', 'buy'})"
0.01113876535150353,"frozenset({'etc', 'purchase'})"
0.013301236280550003,"frozenset({'etc', 'sell'})"
0.027591905014484476,"frozenset({'grocery', 'buy'})"
0.017207964421233016,"frozenset({'item', 'grocery'})"
0.02215512668815537,"frozenset({'grocery', 'sell'})"
0.015514708882451345,"frozenset({'good', 'grocery'})"
0.010526745277245094,"frozenset({'grocery', 'product'})"
0.010394140927822433,"frozenset({'food', 'grocery'})"
0.010929658492798564,"frozenset({'like', 'grocery'})"
0.014948590313762292,"frozenset({'item', 'grocery', 'buy'})"
0.012082296299318618,"frozenset({'grocery', 'item', 'sell'})"
0.011352972377493982,"frozenset({'grocery', 'item', 'sell', 'buy'})"
0.01856460891917255,"frozenset({'grocery', 'sell', 'buy'})"
0.014540576930923334,"frozenset({'good', 'grocery', 'buy'})"
0.012939124403280428,"frozenset({'item', 'good', 'grocery'})"
0.011521277897915051,"frozenset({'grocery', 'good', 'sell'})"
0.012745318046431923,"frozenset({'item', 'good', 'grocery', 'buy'})"
0.01113876535150353,"frozenset({'grocery', 'good', 'sell', 'buy'})"
0.010669549961238728,"frozenset({'grocery', 'item', 'good', 'sell'})"
0.010557346280958016,"frozenset({'item', 'sell', 'good', 'buy', 'grocery'})"
0.010185034069117468,"frozenset({'item', 'like', 'grocery'})"
0.010241135909257824,"frozenset({'like', 'grocery', 'buy'})"
0.010108531559835163,"frozenset({'like', 'good', 'grocery'})"
0.010042229385123832,"frozenset({'grocery', 'like', 'sell'})"
0.011026561671222816,"frozenset({'buy', 'milk'})"
0.012031294626463749,"frozenset({'vitamin', 'feed'})"
0.010710351299522624,"frozenset({'vitamin', 'buy'})"
0.01850850707903219,"frozenset({'make', 'buy'})"
0.015953323269003224,"frozenset({'care', 'buy'})"
0.0163154351462728,"frozenset({'care', 'product'})"
0.01501999265575911,"frozenset({'care', 'good'})"
0.014724182953200864,"frozenset({'care', 'sell'})"
0.01441307274878616,"frozenset({'item', 'care'})"
0.012842221224856174,"frozenset({'like', 'care'})"
0.01216389897588641,"frozenset({'care', 'can'})"
0.015060793994043005,"frozenset({'buy', 'care', 'product'})"
0.014693581949487944,"frozenset({'care', 'good', 'product'})"
0.01461707944020564,"frozenset({'care', 'good', 'buy'})"
0.014387571912358725,"frozenset({'buy', 'care', 'good', 'product'})"
0.014504875759924925,"frozenset({'care', 'sell', 'product'})"
0.01441307274878616,"frozenset({'care', 'sell', 'buy'})"
0.014254967562936064,"frozenset({'good', 'care', 'sell'})"
0.014244767228365091,"frozenset({'care', 'sell', 'buy', 'product'})"
0.01417846505365376,"frozenset({'good', 'care', 'sell', 'product'})"
0.014081561875229508,"frozenset({'good', 'care', 'sell', 'buy'})"
0.01402546003508915,"frozenset({'good', 'buy', 'product', 'care', 'sell'})"
0.014341670406789343,"frozenset({'item', 'care', 'product'})"
0.014198865722795708,"frozenset({'item', 'care', 'good'})"
0.01419376555551022,"frozenset({'item', 'care', 'buy'})"
0.014086662042514995,"frozenset({'item', 'care', 'sell'})"
0.014168264719082786,"frozenset({'item', 'care', 'good', 'product'})"
0.01414276388265535,"frozenset({'buy', 'item', 'care', 'product'})"
0.01402546003508915,"frozenset({'item', 'care', 'good', 'buy'})"
0.013999959198661717,"frozenset({'item', 'good', 'buy', 'product', 'care'})"
0.014045860704231099,"frozenset({'item', 'care', 'sell', 'product'})"
0.013969358194948794,"frozenset({'item', 'good', 'care', 'sell'})"
0.013918356522093925,"frozenset({'item', 'care', 'sell', 'buy'})"
0.013938757191235872,"frozenset({'item', 'good', 'product', 'care', 'sell'})"
0.013882655351095516,"frozenset({'item', 'buy', 'product', 'care', 'sell'})"
0.013821453343669672,"frozenset({'item', 'good', 'buy', 'care', 'sell'})"
0.013795952507242238,"frozenset({'item', 'good', 'buy', 'product', 'care', 'sell'})"
0.012801419886572279,"frozenset({'like', 'care', 'product'})"
0.012730017544575463,"frozenset({'item', 'like', 'care'})"
0.012709616875433514,"frozenset({'like', 'care', 'good'})"
0.012679015871720592,"frozenset({'like', 'care', 'buy'})"
0.012602513362438289,"frozenset({'like', 'care', 'sell'})"
0.012694316373577054,"frozenset({'item', 'like', 'care', 'product'})"
0.012679015871720592,"frozenset({'like', 'care', 'good', 'product'})"
0.012628014198865722,"frozenset({'item', 'like', 'care', 'good'})"
0.0125974131951528,"frozenset({'item', 'good', 'product', 'like', 'care'})"
0.012643314700722184,"frozenset({'buy', 'like', 'care', 'product'})"
0.012602513362438289,"frozenset({'item', 'like', 'care', 'buy'})"
0.012577012526010853,"frozenset({'like', 'care', 'good', 'buy'})"
0.012571912358725366,"frozenset({'item', 'buy', 'product', 'like', 'care'})"
0.012551511689583418,"frozenset({'good', 'buy', 'product', 'like', 'care'})"
0.012510710351299522,"frozenset({'item', 'good', 'buy', 'like', 'care'})"
0.012485209514872088,"frozenset({'item', 'good', 'buy', 'product', 'like', 'care'})"
0.01256681219143988,"frozenset({'like', 'care', 'sell', 'product'})"
0.012561712024154393,"frozenset({'item', 'like', 'care', 'sell'})"
0.012505610184014035,"frozenset({'like', 'good', 'care', 'sell'})"
0.012459708678444653,"frozenset({'like', 'care', 'sell', 'buy'})"
0.012526010853155984,"frozenset({'item', 'product', 'like', 'care', 'sell'})"
0.012475009180301113,"frozenset({'item', 'good', 'like', 'care', 'sell'})"
0.012475009180301113,"frozenset({'good', 'product', 'like', 'care', 'sell'})"
0.012444408176588193,"frozenset({'item', 'good', 'product', 'like', 'care', 'sell'})"
0.012434207842017217,"frozenset({'item', 'buy', 'like', 'care', 'sell'})"
0.01242910767473173,"frozenset({'buy', 'product', 'like', 'care', 'sell'})"
0.012383206169162348,"frozenset({'good', 'buy', 'like', 'care', 'sell'})"
0.012403606838304297,"frozenset({'item', 'buy', 'product', 'like', 'care', 'sell'})"
0.012357705332734914,"frozenset({'good', 'buy', 'product', 'like', 'care', 'sell'})"
0.012357705332734914,"frozenset({'item', 'good', 'buy', 'like', 'care', 'sell'})"
0.012332204496307479,"frozenset({'item', 'good', 'buy', 'product', 'like', 'care', 'sell'})"
0.01214349830674446,"frozenset({'can', 'care', 'good'})"
0.012133297972173487,"frozenset({'care', 'can', 'product'})"
0.011919090946183035,"frozenset({'care', 'can', 'buy'})"
0.01187828960789914,"frozenset({'item', 'care', 'can'})"
0.011817087600473295,"frozenset({'can', 'care', 'sell'})"
0.011495777061487618,"frozenset({'like', 'care', 'can'})"
0.01211289730303154,"frozenset({'can', 'care', 'good', 'product'})"
0.011903790444326575,"frozenset({'can', 'care', 'good', 'buy'})"
0.0118935901097556,"frozenset({'buy', 'care', 'can', 'product'})"
0.01187828960789914,"frozenset({'good', 'can', 'buy', 'product', 'care'})"
0.01185788893875719,"frozenset({'item', 'can', 'care', 'good'})"
0.011847688604186217,"frozenset({'item', 'care', 'can', 'product'})"
0.011730384756620017,"frozenset({'item', 'care', 'can', 'buy'})"
0.01182728793504427,"frozenset({'item', 'good', 'can', 'product', 'care'})"
0.011715084254763556,"frozenset({'item', 'good', 'can', 'buy', 'care'})"
0.011704883920192583,"frozenset({'item', 'can', 'buy', 'product', 'care'})"
0.011689583418336121,"frozenset({'item', 'good', 'can', 'buy', 'product', 'care'})"
0.011796686931331348,"frozenset({'can', 'good', 'care', 'sell'})"
0.011786486596760374,"frozenset({'can', 'care', 'sell', 'product'})"
0.011715084254763556,"frozenset({'item', 'can', 'care', 'sell'})"
0.011684483251050634,"frozenset({'can', 'care', 'sell', 'buy'})"
0.011766085927618426,"frozenset({'good', 'can', 'product', 'care', 'sell'})"
0.011694683585621608,"frozenset({'item', 'good', 'can', 'care', 'sell'})"
0.011684483251050634,"frozenset({'item', 'can', 'product', 'care', 'sell'})"
0.011664082581908687,"frozenset({'item', 'good', 'can', 'product', 'care', 'sell'})"
0.011669182749194174,"frozenset({'good', 'can', 'buy', 'care', 'sell'})"
0.0116589824146232,"frozenset({'can', 'buy', 'product', 'care', 'sell'})"
0.011582479905340896,"frozenset({'item', 'can', 'buy', 'care', 'sell'})"
0.011643681912766738,"frozenset({'good', 'can', 'buy', 'product', 'care', 'sell'})"
0.011567179403484434,"frozenset({'item', 'good', 'can', 'buy', 'care', 'sell'})"
0.01155697906891346,"frozenset({'item', 'can', 'buy', 'product', 'care', 'sell'})"
0.011541678567057,"frozenset({'item', 'good', 'can', 'buy', 'product', 'care', 'sell'})"
0.011480476559631156,"frozenset({'can', 'like', 'care', 'good'})"
0.011465176057774695,"frozenset({'like', 'care', 'can', 'product'})"
0.011444775388632747,"frozenset({'item', 'like', 'care', 'can'})"
0.011378473213921417,"frozenset({'like', 'care', 'can', 'buy'})"
0.011312171039210086,"frozenset({'can', 'like', 'care', 'sell'})"
0.011449875555918233,"frozenset({'good', 'can', 'product', 'like', 'care'})"
0.011429474886776286,"frozenset({'item', 'good', 'can', 'like', 'care'})"
0.011414174384919826,"frozenset({'item', 'can', 'product', 'like', 'care'})"
0.011398873883063364,"frozenset({'item', 'good', 'can', 'product', 'like', 'care'})"
0.011363172712064955,"frozenset({'good', 'can', 'buy', 'like', 'care'})"
0.011352972377493982,"frozenset({'can', 'buy', 'product', 'like', 'care'})"
0.011332571708352035,"frozenset({'item', 'can', 'buy', 'like', 'care'})"
0.011337671875637521,"frozenset({'good', 'can', 'buy', 'product', 'like', 'care'})"
0.011317271206495573,"frozenset({'item', 'good', 'can', 'buy', 'like', 'care'})"
0.0113070708719246,"frozenset({'item', 'can', 'buy', 'product', 'like', 'care'})"
0.011291770370068139,"frozenset({'item', 'good', 'can', 'buy', 'product', 'like', 'care'})"
0.011296870537353626,"frozenset({'item', 'can', 'like', 'care', 'sell'})"
0.011296870537353626,"frozenset({'good', 'can', 'like', 'care', 'sell'})"
0.011281570035497164,"frozenset({'can', 'product', 'like', 'care', 'sell'})"
0.011199967358929372,"frozenset({'can', 'buy', 'like', 'care', 'sell'})"
0.011281570035497164,"frozenset({'item', 'good', 'can', 'like', 'care', 'sell'})"
0.011266269533640703,"frozenset({'good', 'can', 'product', 'like', 'care', 'sell'})"
0.011266269533640703,"frozenset({'item', 'can', 'product', 'like', 'care', 'sell'})"
0.011250969031784243,"frozenset({'item', 'good', 'can', 'product', 'like', 'care', 'sell'})"
0.011184666857072912,"frozenset({'good', 'can', 'buy', 'like', 'care', 'sell'})"
0.011184666857072912,"frozenset({'item', 'can', 'buy', 'like', 'care', 'sell'})"
0.011174466522501939,"frozenset({'can', 'buy', 'product', 'like', 'care', 'sell'})"
0.011169366355216452,"frozenset({'item', 'good', 'can', 'buy', 'like', 'care', 'sell'})"
0.011159166020645477,"frozenset({'item', 'can', 'buy', 'product', 'like', 'care', 'sell'})"
0.011159166020645477,"frozenset({'good', 'can', 'buy', 'product', 'like', 'care', 'sell'})"
0.011143865518789016,"frozenset({'item', 'good', 'can', 'buy', 'product', 'like', 'care', 'sell'})"
0.010383940593251458,"frozenset({'child', 'pay'})"
0.01814129503447713,"frozenset({'store', 'buy'})"
